200,5.29197
201,5.35381
202,5.41596
203,5.47919
204,5.54435
205,5.61233
206,5.51331
207,5.40184
208,5.27839
209,5.14348
210,4.99761
211,4.84131
212,4.67507
213,4.49942
214,4.31485
215,4.12185
216,3.9209
217,3.71244
218,3.49692
219,3.27474
220,3.04629
221,2.81192
222,2.57193
223,2.32661
224,2.0762
225,1.82087
226,1.56078
227,1.296
228,1.02658
229,0.752484
230,0.473616
231,0.18981
232,-0.0991802
233,-0.393685
234,-0.694131
235,-1.00105
236,-1.31509
237,-1.63703
238,-1.96781
239,-2.30853
240,-2.66049
241,-3.02523
242,-3.40455
243,-3.80059
244,-4.21585
245,-4.6533
246,-5.11646
247,-4.99493
248,-4.84751
249,-4.67383
250,-4.47338
251,-4.24545
252,-3.98914
253,-3.70333
254,-3.38664
255,-3.0374
256,-2.6536
257,-2.23288
258,-1.77243
259,-1.269
260,-0.718728
261,-0.117176
262,0.540828
263,1.26126
264,2.05099
265,2.91793
266,3.87109
267,4.92068
268,6.07821
269,7.35647
270,8.76944
271,10.3321
272,12.0599
273,13.9682
274,16.0708
275,18.3784
276,20.8962
277,23.621
278,26.5381
279,29.618
280,32.8149
281,36.0659
282,39.2943
283,42.4145
284,45.3401
285,47.9916
286,50.3037
287,52.2296
288,52.5232
289,52.6131
290,52.5035
291,52.2017
292,51.7179
293,51.0649
294,50.2571
295,49.3105
296,48.2421
297,47.0692
298,45.8093
299,44.4793
300,43.0954
301,41.6725
302,40.2242
303,38.7629
304,37.2989
305,35.8412
306,34.3972
307,32.9727
308,31.5722
309,30.1989
310,28.855
311,27.5417
312,26.2594
313,25.0078
314,23.7862
315,22.5933
316,21.4275
317,20.287
318,19.1698
319,18.0735
320,16.9959
321,15.9346
322,14.8872
323,13.8509
324,12.8235
325,11.8021
326,10.7843
327,9.76741
328,8.74866
329,8.34454
330,7.93078
331,7.50948
332,7.08252
333,6.65151
334,6.21785
335,5.78275
336,5.34725
337,4.9122
338,4.47837
339,4.04636
340,3.61673
341,3.18994
342,2.7664
343,2.34648
344,1.93055
345,1.51893
346,1.11199
347,0.710073
348,0.313587
349,-0.0770415
350,-0.461334
351,-0.838754
352,-1.2087
353,-1.5705
354,-1.92341
355,-2.26659
356,-2.59913
357,-2.92001
358,-3.22814
359,-3.52236
360,-3.80138
361,-4.06388
362,-4.30845
363,-4.53364
364,-4.73796
365,-4.91989
366,-5.07793
367,-5.21061
368,-5.31647
369,-5.39419
370,-5.53504
371,-5.67275
372,-5.80669
373,-5.93617
374,-6.0605
375,-6.17896
376,-6.29082
377,-6.39532
378,-6.49166
379,-6.57902
380,-6.65654
381,-6.72334
382,-6.7785
383,-6.82108
384,-6.85009
385,-6.86454
386,-6.86341
387,-6.84567
388,-6.81028
389,-6.75622
390,-6.68251
391,-6.58818
392,-6.47234
393,-6.33421
394,-6.17308
395,-5.9884
396,-5.77979
397,-5.54704
398,-5.29019
399,-5.00949
400,-4.70548
401,-4.37896
402,-4.031
403,-3.66298
404,-3.27653
405,-2.87352
406,-2.45604
407,-2.02635
408,-1.58682
409,-1.13988
410,-0.687973
411,-0.882551
412,-1.10091
413,-1.34133
414,-1.60204
415,-1.88128
416,-2.17726
417,-2.48828
418,-2.81264
419,-3.14873
420,-3.49505
421,-3.85015
422,-4.21271
423,-4.5815
424,-4.95539
425,-5.33338
426,-5.71454
427,-6.09807
428,-6.48324
429,-6.86943
430,-7.25608
431,-7.64272
432,-8.02897
433,-8.41449
434,-8.79901
435,-9.1823
436,-9.5642
437,-9.94459
438,-10.3234
439,-10.7005
440,-11.0758
441,-11.4495
442,-11.8215
443,-12.1918
444,-12.5605
445,-12.9276
446,-13.2931
447,-13.6572
448,-14.0198
449,-14.3811
450,-14.7409
451,-15.0995
452,-15.1487
453,-15.1916
454,-15.2287
455,-15.2603
456,-15.2869
457,-15.3086
458,-15.326
459,-15.3391
460,-15.3483
461,-15.3537
462,-15.3555
463,-15.3536
464,-15.3479
465,-15.3384
466,-15.3247
467,-15.3063
468,-15.2826
469,-15.2526
470,-15.2152
471,-15.1688
472,-15.1112
473,-15.0399
474,-14.9516
475,-14.842
476,-14.7059
477,-14.5367
478,-14.3262
479,-14.0648
480,-13.7405
481,-13.3395
482,-12.8459
483,-12.2424
484,-11.511
485,-10.6351
486,-9.60216
487,-8.40689
488,-7.05566
489,-5.56978
490,-3.98702
491,-2.35976
492,-0.749235
493,0.324965
494,-2.37211
495,-2.77499
496,-4.89447
497,-8.54456
498,-16.6175
499,-37.2042
500,-103.786
